Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Kyrgyzstan,2005-01-01,,,,,
Lebanon,2005-01-01,,,,,
Malaysia,2005-01-01,,,,,
Mauritius,2005-01-01,,,,,
Mayotte,2005-01-01,,,,,
Mexico,2005-01-01,,,,,
Micronesia (country),2005-01-01,,,,,
Moldova,2005-01-01,,,,,
Montserrat,2005-01-01,,,,,
New Caledonia,2005-01-01,,,,,
Niue,2005-01-01,,,,,
North Korea,2005-01-01,,,,,
North Macedonia,2005-01-01,,,,,
Palestine,2005-01-01,,,,,
Panama,2005-01-01,,,,,
Paraguay,2005-01-01,,,,,
Peru,2005-01-01,,,,,
Philippines,2005-01-01,,,,,
Qatar,2005-01-01,,,,,
Reunion,2005-01-01,,,,,
Russia,2005-01-01,,,,,
Saint Kitts and Nevis,2005-01-01,,,,,
Saint Lucia,2005-01-01,,,,,
Saint Vincent and the Grenadines,2005-01-01,,,,,
Samoa,2005-01-01,,,,,
Saudi Arabia,2005-01-01,,,,,
Seychelles,2005-01-01,,,,,
South Korea,2005-01-01,,,,,
Sri Lanka,2005-01-01,,,,,
Suriname,2005-01-01,,,,,
Syria,2005-01-01,,,,,
Thailand,2005-01-01,,,,,
Tokelau,2005-01-01,,,,,
Tonga,2005-01-01,,,,,
Trinidad and Tobago,2005-01-01,,,,,
Tunisia,2005-01-01,,,,,
Turkey,2005-01-01,,,,,
Turkmenistan,2005-01-01,,,,,
Turks and Caicos Islands,2005-01-01,,,,,
United Arab Emirates,2005-01-01,,,,,
Uzbekistan,2005-01-01,,,,,
Vanuatu,2005-01-01,,,,,
Venezuela,2005-01-01,,,,,
Vietnam,2005-01-01,,,,,
Wallis and Futuna,2005-01-01,,,,,
Albania,2006-01-01,,,,,
Anguilla,2006-01-01,,,,,
Armenia,2006-01-01,,,,,
Azerbaijan,2006-01-01,,,,,
Bahamas,2006-01-01,,,,,
Bahrain,2006-01-01,,,,,
Belize,2006-01-01,,,,,
Bosnia and Herzegovina,2006-01-01,,,,,
Brazil,2006-01-01,,,,,
British Virgin Islands,2006-01-01,,,,,
Brunei,2006-01-01,,,,,
Cape Verde,2006-01-01,,,,,
Cayman Islands,2006-01-01,,,,,
Chile,2006-01-01,,,,,
China,2006-01-01,,,,,
Colombia,2006-01-01,,,,,
Cook Islands,2006-01-01,,,,,
Dominica,2006-01-01,,,,,
Dominican Republic,2006-01-01,,,,,
Ecuador,2006-01-01,,,,,
Falkland Islands,2006-01-01,,,,,
Fiji,2006-01-01,,,,,
French Guiana,2006-01-01,,,,,
French Polynesia,2006-01-01,,,,,
Georgia,2006-01-01,,,,,
Greenland,2006-01-01,,,,,
Grenada,2006-01-01,,,,,
Guadeloupe,2006-01-01,,,,,
Guam,2006-01-01,,,,,
Guyana,2006-01-01,,,,,
Jamaica,2006-01-01,,,,,
Jordan,2006-01-01,,,,,
Kazakhstan,2006-01-01,,,,,
Kosovo,2006-01-01,,,,,
Kuwait,2006-01-01,,,,,
Kyrgyzstan,2006-01-01,,,,,
Lebanon,2006-01-01,,,,,
Malaysia,2006-01-01,,,,,
Mauritius,2006-01-01,,,,,
Mayotte,2006-01-01,,,,,
Mexico,2006-01-01,,,,,
Micronesia (country),2006-01-01,,,,,
Moldova,2006-01-01,,,,,
Montserrat,2006-01-01,,,,,
New Caledonia,2006-01-01,,,,,
Niue,2006-01-01,,,,,
North Korea,2006-01-01,,,,,
North Macedonia,2006-01-01,,,,,
Palestine,2006-01-01,,,,,
Panama,2006-01-01,,,,,
Paraguay,2006-01-01,,,,,
Peru,2006-01-01,,,,,
Philippines,2006-01-01,,,,,
Qatar,2006-01-01,,,,,
Reunion,2006-01-01,,,,,
Russia,2006-01-01,,,,,
Saint Kitts and Nevis,2006-01-01,,,,,
Saint Lucia,2006-01-01,,,,,
Saint Vincent and the Grenadines,2006-01-01,,,,,
Samoa,2006-01-01,,,,,
Saudi Arabia,2006-01-01,,,,,
Seychelles,2006-01-01,,,,,
South Korea,2006-01-01,,,,,
Sri Lanka,2006-01-01,,,,,
Suriname,2006-01-01,,,,,
Syria,2006-01-01,,,,,
Thailand,2006-01-01,,,,,
Tokelau,2006-01-01,,,,,
Tonga,2006-01-01,,,,,
Trinidad and Tobago,2006-01-01,,,,,
Tunisia,2006-01-01,,,,,
Turkey,2006-01-01,,,,,
Turkmenistan,2006-01-01,,,,,
Turks and Caicos Islands,2006-01-01,,,,,
United Arab Emirates,2006-01-01,,,,,
Uzbekistan,2006-01-01,,,,,
Vanuatu,2006-01-01,,,,,
Venezuela,2006-01-01,,,,,
Vietnam,2006-01-01,,,,,
Wallis and Futuna,2006-01-01,,,,,
Albania,2007-01-01,,,,,
Anguilla,2007-01-01,,,,,
Armenia,2007-01-01,,,,,
Azerbaijan,2007-01-01,,,,,
Bahamas,2007-01-01,,,,,
Bahrain,2007-01-01,,,,,
Belize,2007-01-01,,,,,
Bosnia and Herzegovina,2007-01-01,,,,,
Brazil,2007-01-01,,,,,
British Virgin Islands,2007-01-01,,,,,
Brunei,2007-01-01,,,,,
Cape Verde,2007-01-01,,,,,
Cayman Islands,2007-01-01,,,,,
Chile,2007-01-01,,,,,
China,2007-01-01,,,,,
Colombia,2007-01-01,,,,,
Cook Islands,2007-01-01,,,,,
Dominica,2007-01-01,,,,,
Dominican Republic,2007-01-01,,,,,
Ecuador,2007-01-01,,,,,
Falkland Islands,2007-01-01,,,,,
Fiji,2007-01-01,,,,,
French Guiana,2007-01-01,,,,,
French Polynesia,2007-01-01,,,,,
Georgia,2007-01-01,,,,,
Greenland,2007-01-01,,,,,
Grenada,2007-01-01,,,,,
Guadeloupe,2007-01-01,,,,,
Guam,2007-01-01,,,,,
Guyana,2007-01-01,,,,,
Jamaica,2007-01-01,,,,,
Jordan,2007-01-01,,,,,
Kazakhstan,2007-01-01,,,,,
Kosovo,2007-01-01,,,,,
Kuwait,2007-01-01,,,,,
Kyrgyzstan,2007-01-01,,,,,
Lebanon,2007-01-01,,,,,
Malaysia,2007-01-01,,,,,
Mauritius,2007-01-01,,,,,
Mayotte,2007-01-01,,,,,
Mexico,2007-01-01,,,,,
Micronesia (country),2007-01-01,,,,,
Moldova,2007-01-01,,,,,
Montserrat,2007-01-01,,,,,
New Caledonia,2007-01-01,,,,,
Niue,2007-01-01,,,,,
North Korea,2007-01-01,,,,,
North Macedonia,2007-01-01,,,,,
Palestine,2007-01-01,,,,,
Panama,2007-01-01,,,,,
Paraguay,2007-01-01,,,,,
Peru,2007-01-01,,,,,
Philippines,2007-01-01,,,,,
Qatar,2007-01-01,,,,,
Reunion,2007-01-01,,,,,
Russia,2007-01-01,,,,,
Saint Kitts and Nevis,2007-01-01,,,,,
Saint Lucia,2007-01-01,,,,,
Saint Vincent and the Grenadines,2007-01-01,,,,,
Samoa,2007-01-01,,,,,
Saudi Arabia,2007-01-01,,,,,
Seychelles,2007-01-01,,,,,
South Korea,2007-01-01,,,,,
Sri Lanka,2007-01-01,,,,,
Suriname,2007-01-01,,,,,
Syria,2007-01-01,,,,,
Thailand,2007-01-01,,,,,
Tokelau,2007-01-01,,,,,
Tonga,2007-01-01,,,,,
Trinidad and Tobago,2007-01-01,,,,,
Tunisia,2007-01-01,,,,,
Turkey,2007-01-01,,,,,
Turkmenistan,2007-01-01,,,,,
Turks and Caicos Islands,2007-01-01,,,,,
United Arab Emirates,2007-01-01,,,,,
Uzbekistan,2007-01-01,,,,,
Vanuatu,2007-01-01,,,,,
Venezuela,2007-01-01,,,,,
Vietnam,2007-01-01,,,,,
Wallis and Futuna,2007-01-01,,,,,
Albania,2008-01-01,,,,,
Anguilla,2008-01-01,,,,,
Armenia,2008-01-01,,,,,
Azerbaijan,2008-01-01,,,,,
Bahamas,2008-01-01,,,,,
Bahrain,2008-01-01,,,,,
Belize,2008-01-01,,,,,
Bosnia and Herzegovina,2008-01-01,,,,,
Brazil,2008-01-01,,,,,
British Virgin Islands,2008-01-01,,,,,
Brunei,2008-01-01,,,,,
Cape Verde,2008-01-01,,,,,
Cayman Islands,2008-01-01,,,,,
Chile,2008-01-01,,,,,
China,2008-01-01,,,,,
Colombia,2008-01-01,,,,,
Cook Islands,2008-01-01,,,,,
Dominica,2008-01-01,,,,,
Dominican Republic,2008-01-01,,,,,
Ecuador,2008-01-01,,,,,
Falkland Islands,2008-01-01,,,,,
Fiji,2008-01-01,,,,,
French Guiana,2008-01-01,,,,,
French Polynesia,2008-01-01,,,,,
Georgia,2008-01-01,,,,,
Greenland,2008-01-01,,,,,
Grenada,2008-01-01,,,,,
Guadeloupe,2008-01-01,,,,,
Guam,2008-01-01,,,,,
Guyana,2008-01-01,,,,,
Jamaica,2008-01-01,,,,,
Jordan,2008-01-01,,,,,
Kazakhstan,2008-01-01,,,,,
Kosovo,2008-01-01,,,,,
Kuwait,2008-01-01,,,,,
Kyrgyzstan,2008-01-01,,,,,
Lebanon,2008-01-01,,,,,
Malaysia,2008-01-01,,,,,
Mauritius,2008-01-01,,,,,
Mayotte,2008-01-01,,,,,
Mexico,2008-01-01,,,,,
Micronesia (country),2008-01-01,,,,,
Moldova,2008-01-01,,,,,
Montserrat,2008-01-01,,,,,
New Caledonia,2008-01-01,,,,,
Niue,2008-01-01,,,,,
North Korea,2008-01-01,,,,,
North Macedonia,2008-01-01,,,,,
Palestine,2008-01-01,,,,,
Panama,2008-01-01,,,,,
Paraguay,2008-01-01,,,,,
Peru,2008-01-01,,,,,
Philippines,2008-01-01,,,,,
Qatar,2008-01-01,,,,,
Reunion,2008-01-01,,,,,
Russia,2008-01-01,,,,,
Saint Kitts and Nevis,2008-01-01,,,,,
Saint Lucia,2008-01-01,,,,,
Saint Vincent and the Grenadines,2008-01-01,,,,,
Samoa,2008-01-01,,,,,
Saudi Arabia,2008-01-01,,,,,
Seychelles,2008-01-01,,,,,
South Korea,2008-01-01,,,,,
Sri Lanka,2008-01-01,,,,,
Suriname,2008-01-01,,,,,
Syria,2008-01-01,,,,,
Thailand,2008-01-01,,,,,
Tokelau,2008-01-01,,,,,
Tonga,2008-01-01,,,,,
Trinidad and Tobago,2008-01-01,,,,,
Tunisia,2008-01-01,,,,,
Turkey,2008-01-01,,,,,
Turkmenistan,2008-01-01,,,,,
Turks and Caicos Islands,2008-01-01,,,,,
United Arab Emirates,2008-01-01,,,,,
Uzbekistan,2008-01-01,,,,,
Vanuatu,2008-01-01,,,,,
Venezuela,2008-01-01,,,,,
Vietnam,2008-01-01,,,,,
Wallis and Futuna,2008-01-01,,,,,
Albania,2009-01-01,,,,,
Anguilla,2009-01-01,,,,,
Armenia,2009-01-01,,,,,
Azerbaijan,2009-01-01,,,,,
Bahamas,2009-01-01,,,,,
Bahrain,2009-01-01,,,,,
Belize,2009-01-01,,,,,
Bosnia and Herzegovina,2009-01-01,,,,,
Brazil,2009-01-01,,,,,
British Virgin Islands,2009-01-01,,,,,
Brunei,2009-01-01,,,,,
Cape Verde,2009-01-01,,,,,
Cayman Islands,2009-01-01,,,,,
Chile,2009-01-01,,,,,
China,2009-01-01,,,,,
Colombia,2009-01-01,,,,,
Cook Islands,2009-01-01,,,,,
Dominica,2009-01-01,,,,,
Dominican Republic,2009-01-01,,,,,
Ecuador,2009-01-01,,,,,
Falkland Islands,2009-01-01,,,,,
Fiji,2009-01-01,,,,,
French Guiana,2009-01-01,,,,,
French Polynesia,2009-01-01,,,,,
Georgia,2009-01-01,,,,,
Greenland,2009-01-01,,,,,
Grenada,2009-01-01,,,,,
Guadeloupe,2009-01-01,,,,,
Guam,2009-01-01,,,,,
Guyana,2009-01-01,,,,,
Jamaica,2009-01-01,,,,,
Jordan,2009-01-01,,,,,
Kazakhstan,2009-01-01,,,,,
Kosovo,2009-01-01,,,,,
Kuwait,2009-01-01,,,,,
Kyrgyzstan,2009-01-01,,,,,
Lebanon,2009-01-01,,,,,
Malaysia,2009-01-01,,,,,
Mauritius,2009-01-01,,,,,
Mayotte,2009-01-01,,,,,
Mexico,2009-01-01,,,,,
Micronesia (country),2009-01-01,,,,,
Moldova,2009-01-01,,,,,
Montserrat,2009-01-01,,,,,
New Caledonia,2009-01-01,,,,,
Niue,2009-01-01,,,,,
North Korea,2009-01-01,,,,,
North Macedonia,2009-01-01,,,,,
Palestine,2009-01-01,,,,,
Panama,2009-01-01,,,,,
Paraguay,2009-01-01,,,,,
Peru,2009-01-01,,,,,
Philippines,2009-01-01,,,,,
Qatar,2009-01-01,,,,,
Reunion,2009-01-01,,,,,
Russia,2009-01-01,,,,,
Saint Kitts and Nevis,2009-01-01,,,,,
Saint Lucia,2009-01-01,,,,,
Saint Vincent and the Grenadines,2009-01-01,,,,,
Samoa,2009-01-01,,,,,
Saudi Arabia,2009-01-01,,,,,
Seychelles,2009-01-01,,,,,
South Korea,2009-01-01,,,,,
Sri Lanka,2009-01-01,,,,,
Suriname,2009-01-01,,,,,
Syria,2009-01-01,,,,,
Thailand,2009-01-01,,,,,
Tokelau,2009-01-01,,,,,
Tonga,2009-01-01,,,,,
Trinidad and Tobago,2009-01-01,,,,,
Tunisia,2009-01-01,,,,,
Turkey,2009-01-01,,,,,
Turkmenistan,2009-01-01,,,,,
Turks and Caicos Islands,2009-01-01,,,,,
United Arab Emirates,2009-01-01,,,,,
Uzbekistan,2009-01-01,,,,,
Vanuatu,2009-01-01,,,,,
Venezuela,2009-01-01,,,,,
Vietnam,2009-01-01,,,,,
Wallis and Futuna,2009-01-01,,,,,
Albania,2010-01-01,,,,,
Anguilla,2010-01-01,,,,,
Armenia,2010-01-01,,,,,
Azerbaijan,2010-01-01,,,,,
Bahamas,2010-01-01,,,,,
Bahrain,2010-01-01,,,,,
Belize,2010-01-01,,,,,
Bosnia and Herzegovina,2010-01-01,,,,,
Brazil,2010-01-01,,,,,
British Virgin Islands,2010-01-01,,,,,
Brunei,2010-01-01,,,,,
Cape Verde,2010-01-01,,,,,
Cayman Islands,2010-01-01,,,,,
Chile,2010-01-01,,,,,
China,2010-01-01,,,,,
Colombia,2010-01-01,,,,,
Cook Islands,2010-01-01,,,,,
Dominica,2010-01-01,,,,,
Dominican Republic,2010-01-01,,,,,
Ecuador,2010-01-01,,,,,
Falkland Islands,2010-01-01,,,,,
Fiji,2010-01-01,,,,,
French Guiana,2010-01-01,,,,,
French Polynesia,2010-01-01,,,,,
Georgia,2010-01-01,,,,,
Greenland,2010-01-01,,,,,
Grenada,2010-01-01,,,,,
Guadeloupe,2010-01-01,,,,,
Guam,2010-01-01,,,,,
Guyana,2010-01-01,,,,,
Jamaica,2010-01-01,,,,,
Jordan,2010-01-01,,,,,
Kazakhstan,2010-01-01,,,,,
Kosovo,2010-01-01,,,,,
Kuwait,2010-01-01,,,,,
Kyrgyzstan,2010-01-01,,,,,
Lebanon,2010-01-01,,,,,
Malaysia,2010-01-01,,,,,
Mauritius,2010-01-01,,,,,
Mayotte,2010-01-01,,,,,
Mexico,2010-01-01,,,,,
Micronesia (country),2010-01-01,,,,,
Moldova,2010-01-01,,,,,
Montserrat,2010-01-01,,,,,
New Caledonia,2010-01-01,,,,,
Niue,2010-01-01,,,,,
North Korea,2010-01-01,,,,,
North Macedonia,2010-01-01,,,,,
Palestine,2010-01-01,,,,,
Panama,2010-01-01,,,,,
Paraguay,2010-01-01,,,,,
Peru,2010-01-01,,,,,
Philippines,2010-01-01,,,,,
Qatar,2010-01-01,,,,,
Reunion,2010-01-01,,,,,
Russia,2010-01-01,,,,,
Saint Kitts and Nevis,2010-01-01,,,,,
Saint Lucia,2010-01-01,,,,,
Saint Vincent and the Grenadines,2010-01-01,,,,,
Samoa,2010-01-01,,,,,
Saudi Arabia,2010-01-01,,,,,
Seychelles,2010-01-01,,,,,
South Korea,2010-01-01,,,,,
Sri Lanka,2010-01-01,,,,,
Suriname,2010-01-01,,,,,
Syria,2010-01-01,,,,,
Thailand,2010-01-01,,,,,
Tokelau,2010-01-01,,,,,
Tonga,2010-01-01,,,,,
Trinidad and Tobago,2010-01-01,,,,,
Tunisia,2010-01-01,,,,,
Turkey,2010-01-01,,,,,
Turkmenistan,2010-01-01,,,,,
Turks and Caicos Islands,2010-01-01,,,,,
United Arab Emirates,2010-01-01,,,,,
Uzbekistan,2010-01-01,,,,,
Vanuatu,2010-01-01,,,,,
Venezuela,2010-01-01,,,,,
Vietnam,2010-01-01,,,,,
Wallis and Futuna,2010-01-01,,,,,
Albania,2011-01-01,,,,,
Anguilla,2011-01-01,,,,,
Armenia,2011-01-01,,,,,
Azerbaijan,2011-01-01,,,,,
Bahamas,2011-01-01,,,,,
Bahrain,2011-01-01,,,,,
Belize,2011-01-01,,,,,
Bosnia and Herzegovina,2011-01-01,,,,,
Brazil,2011-01-01,,,,,
British Virgin Islands,2011-01-01,,,,,
Brunei,2011-01-01,,,,,
Cape Verde,2011-01-01,,,,,
Cayman Islands,2011-01-01,,,,,
Chile,2011-01-01,,,,,
China,2011-01-01,,,,,
Colombia,2011-01-01,,,,,
Cook Islands,2011-01-01,,,,,
Dominica,2011-01-01,,,,,
Dominican Republic,2011-01-01,,,,,
Ecuador,2011-01-01,,,,,
Falkland Islands,2011-01-01,,,,,
Fiji,2011-01-01,,,,,
French Guiana,2011-01-01,,,,,
French Polynesia,2011-01-01,,,,,
Georgia,2011-01-01,,,,,
Greenland,2011-01-01,,,,,
Grenada,2011-01-01,,,,,
Guadeloupe,2011-01-01,,,,,
Guam,2011-01-01,,,,,
Guyana,2011-01-01,,,,,
Jamaica,2011-01-01,,,,,
Jordan,2011-01-01,,,,,
Kazakhstan,2011-01-01,,,,,
Kosovo,2011-01-01,,,,,
Kuwait,2011-01-01,,,,,
Kyrgyzstan,2011-01-01,,,,,
Lebanon,2011-01-01,,,,,
Malaysia,2011-01-01,,,,,
Mauritius,2011-01-01,,,,,
Mayotte,2011-01-01,,,,,
Mexico,2011-01-01,,,,,
Micronesia (country),2011-01-01,,,,,
Moldova,2011-01-01,,,,,
Montserrat,2011-01-01,,,,,
New Caledonia,2011-01-01,,,,,
Niue,2011-01-01,,,,,
North Korea,2011-01-01,,,,,
North Macedonia,2011-01-01,,,,,
Palestine,2011-01-01,,,,,
Panama,2011-01-01,,,,,
Paraguay,2011-01-01,,,,,
Peru,2011-01-01,,,,,
Philippines,2011-01-01,,,,,
Qatar,2011-01-01,,,,,
Reunion,2011-01-01,,,,,
Russia,2011-01-01,,,,,
Saint Kitts and Nevis,2011-01-01,,,,,
Saint Lucia,2011-01-01,,,,,
Saint Vincent and the Grenadines,2011-01-01,,,,,
Samoa,2011-01-01,,,,,
Saudi Arabia,2011-01-01,,,,,
Seychelles,2011-01-01,,,,,
South Korea,2011-01-01,,,,,
Sri Lanka,2011-01-01,,,,,
Suriname,2011-01-01,,,,,
Syria,2011-01-01,,,,,
Thailand,2011-01-01,,,,,
Tokelau,2011-01-01,,,,,
Tonga,2011-01-01,,,,,
Trinidad and Tobago,2011-01-01,,,,,
Tunisia,2011-01-01,,,,,
Turkey,2011-01-01,,,,,
Turkmenistan,2011-01-01,,,,,
Turks and Caicos Islands,2011-01-01,,,,,
United Arab Emirates,2011-01-01,,,,,
Uzbekistan,2011-01-01,,,,,
Vanuatu,2011-01-01,,,,,
Venezuela,2011-01-01,,,,,
Vietnam,2011-01-01,,,,,
Wallis and Futuna,2011-01-01,,,,,
Albania,2012-01-01,78.1,74.46961975868464,0.0,2.499537281861448,76.9691570405461
Anguilla,2012-01-01,77.8,74.46961975868464,0.0,4.783487572712847,79.25310733139749
Armenia,2012-01-01,73.5,74.46961975868464,0.0,-0.060801163405608705,74.40881859527903
Azerbaijan,2012-01-01,70.4,74.46961975868464,0.0,-4.54372025383396,69.92589950485069
Bahamas,2012-01-01,72.8,74.46961975868464,0.0,-0.261964569011111,74.20765518967353
Bahrain,2012-01-01,79.1,74.46961975868464,0.0,1.4511766261237433,75.92079638480838
Belize,2012-01-01,73.2,74.46961975868464,0.0,-3.975951877313594,70.49366788137105
Bosnia and Herzegovina,2012-01-01,77.2,74.46961975868464,0.0,0.935867265996825,75.40548702468146
Brazil,2012-01-01,73.6,74.46961975868464,0.0,0.5672527763088318,75.03687253499348
British Virgin Islands,2012-01-01,75.5,74.46961975868464,0.0,-0.13872289793759673,74.33089686074705
Brunei,2012-01-01,74.8,74.46961975868464,0.0,1.0042437863564218,75.47386354504107
Cape Verde,2012-01-01,74.5,74.46961975868464,0.0,1.4404151242728669,75.9100348829575
Cayman Islands,2012-01-01,75.0,74.46961975868464,0.0,1.3547461660497053,75.82436592473435
Chile,2012-01-01,79.0,74.46961975868464,0.0,6.6138947646747726,81.08351452335941
China,2012-01-01,76.2,74.46961975868464,0.0,2.686396086726594,77.15601584541123
Colombia,2012-01-01,75.6,74.46961975868464,0.0,0.32862242199894054,74.79824218068359
Cook Islands,2012-01-01,73.9,74.46961975868464,0.0,-4.223492860920151,70.2461268977645
Dominica,2012-01-01,70.5,74.46961975868464,0.0,-4.6750793231094665,69.79454043557517
Dominican Republic,2012-01-01,72.5,74.46961975868464,0.0,-0.6534241142252775,73.81619564445937
Ecuador,2012-01-01,76.1,74.46961975868464,0.0,3.9738101533580084,78.44342991204265
Falkland Islands,2012-01-01,78.2,74.46961975868464,0.0,7.562969328397675,82.03258908708231
Fiji,2012-01-01,67.6,74.46961975868464,0.0,-7.317860920148071,67.15175883853658
French Guiana,2012-01-01,76.5,74.46961975868464,0.0,1.7606953992596495,76.23031515794429
French Polynesia,2012-01-01,81.8,74.46961975868464,0.0,9.874947117927023,84.34456687661167
Georgia,2012-01-01,72.4,74.46961975868464,0.0,-2.12053146483343,72.34908829385121
Greenland,2012-01-01,71.4,74.46961975868464,0.0,-5.206887890005291,69.26273186867935
Grenada,2012-01-01,75.0,74.46961975868464,0.0,0.25707297726070344,74.72669273594535
Guadeloupe,2012-01-01,81.6,74.46961975868464,0.0,6.711435748281334,81.18105550696598
Guam,2012-01-01,76.7,74.46961975868464,0.0,4.257258064516126,78.72687782320077
Guyana,2012-01-01,67.2,74.46961975868464,0.0,-8.078648863035435,66.3909708956492
Jamaica,2012-01-01,73.4,74.46961975868464,0.0,-2.5873215230037037,71.88229823568093
Jordan,2012-01-01,74.4,74.46961975868464,0.0,-1.097950819672131,73.37166893901251
Kazakhstan,2012-01-01,69.1,74.46961975868464,0.0,-7.083196721311479,67.38642303737316
Kosovo,2012-01-01,78.3,74.46961975868464,0.0,4.3523135906927495,78.82193334937739
Kuwait,2012-01-01,78.8,74.46961975868464,0.0,3.359373347435217,77.82899310611987
Kyrgyzstan,2012-01-01,69.0,74.46961975868464,0.0,-5.437744579587524,69.03187517909711
Lebanon,2012-01-01,78.6,74.46961975868464,0.0,8.658421470121631,83.12804122880627
Malaysia,2012-01-01,74.9,74.46961975868464,0.0,0.04303278688524359,74.51265254556989
Mauritius,2012-01-01,74.4,74.46961975868464,0.0,0.8255552617662583,75.2951750204509
Mayotte,2012-01-01,77.7,74.46961975868464,0.0,2.9814780539397088,77.45109781262435
Mexico,2012-01-01,74.6,74.46961975868464,0.0,1.3512295081967212,75.82084926688137
Micronesia (country),2012-01-01,71.4,74.46961975868464,0.0,-2.256887890005294,72.21273186867936
Moldova,2012-01-01,69.1,74.46961975868464,0.0,-5.6897805393971455,68.7798392192875
Montserrat,2012-01-01,74.6,74.46961975868464,0.0,0.6246827075621324,75.09430246624677
New Caledonia,2012-01-01,79.2,74.46961975868464,0.0,5.089595452141722,79.55921521082637
Niue,2012-01-01,69.3,74.46961975868464,0.0,-7.486184558434694,66.98343520024994
North Korea,2012-01-01,71.6,74.46961975868464,0.0,-11.237321523003708,63.232298235680936
North Macedonia,2012-01-01,75.1,74.46961975868464,0.0,-0.19670809095716768,74.27291166772747
Palestine,2012-01-01,73.5,74.46961975868464,0.0,1.5982681121099942,76.06788787079464
Panama,2012-01-01,76.8,74.46961975868464,0.0,2.6756874669487027,77.14530722563335
Paraguay,2012-01-01,72.5,74.46961975868464,0.0,-0.9993257535695435,73.47029400511511
Peru,2012-01-01,74.5,74.46961975868464,0.0,2.5546932839767336,77.02431304266138
Philippines,2012-01-01,70.9,74.46961975868464,0.0,-1.831583818085674,72.63803594059897
Qatar,2012-01-01,79.2,74.46961975868464,0.0,3.288299841353779,77.75791960003842
Reunion,2012-01-01,80.7,74.46961975868464,0.0,5.8386964569011095,80.30831621558575
Russia,2012-01-01,70.8,74.46961975868464,0.0,-7.866485986250661,66.60313377243398
Saint Kitts and Nevis,2012-01-01,71.7,74.46961975868464,0.0,-0.9931649920676886,73.47645476661695
Saint Lucia,2012-01-01,72.9,74.46961975868464,0.0,-2.4168826017979934,72.05273715688665
Saint Vincent and the Grenadines,2012-01-01,74.1,74.46961975868464,0.0,-1.7378239026969897,72.73179585598766
Samoa,2012-01-01,72.2,74.46961975868464,0.0,-1.2594262295082008,73.21019352917644
Saudi Arabia,2012-01-01,76.5,74.46961975868464,0.0,4.072593865679533,78.54221362436418
Seychelles,2012-01-01,73.6,74.46961975868464,0.0,-0.3145557905869937,74.15506396809765
South Korea,2012-01-01,81.3,74.46961975868464,0.0,4.6448572184029615,79.1144769770876
Sri Lanka,2012-01-01,73.9,74.46961975868464,0.0,-2.2658778424114248,72.20374191627322
Suriname,2012-01-01,69.8,74.46961975868464,0.0,-5.428833950290851,69.04078580839379
Syria,2012-01-01,66.8,74.46961975868464,0.0,-0.6588180856689592,73.81080167301569
Thailand,2012-01-01,76.8,74.46961975868464,0.0,2.7070994182971946,77.17671917698183
Tokelau,2012-01-01,74.2,74.46961975868464,0.0,1.510959809624536,75.98057956830918
Tonga,2012-01-01,70.4,74.46961975868464,0.0,-3.6970253833950304,70.77259437528961
Trinidad and Tobago,2012-01-01,73.7,74.46961975868464,0.0,-2.3508064516129092,72.11881330707173
Tunisia,2012-01-01,75.5,74.46961975868464,0.0,3.176930195663667,77.64654995434832
Turkey,2012-01-01,75.7,74.46961975868464,0.0,2.843032786885243,77.31265254556989
Turkmenistan,2012-01-01,68.7,74.46961975868464,0.0,-6.015428344791117,68.45419141389353
Turks and Caicos Islands,2012-01-01,77.0,74.46961975868464,0.0,3.287189317821257,77.7568090765059
United Arab Emirates,2012-01-01,78.7,74.46961975868464,0.0,3.333487572712846,77.80310733139748
Uzbekistan,2012-01-01,69.9,74.46961975868464,0.0,-5.065031729243788,69.40458802944086
Vanuatu,2012-01-01,69.5,74.46961975868464,0.0,-2.533884188260183,71.93573557042446
Venezuela,2012-01-01,73.0,74.46961975868464,0.0,-1.456173982020096,73.01344577666455
Vietnam,2012-01-01,73.7,74.46961975868464,0.0,1.982985193019564,76.4526049517042
Wallis and Futuna,2012-01-01,77.5,74.46961975868464,0.0,7.838194077207824,82.30781383589246
Albania,2013-01-01,78.1,74.69439564582956,1.0,2.2889545717811206,76.98335021761068
Anguilla,2013-01-01,77.6,74.69439564582956,1.0,4.9402967691571575,79.63469241498672
Armenia,2013-01-01,73.7,74.69439564582956,1.0,0.1469032509883892,74.84129889681795
Azerbaijan,2013-01-01,70.9,74.69439564582956,1.0,-4.304744906952743,70.38965073887681
Bahamas,2013-01-01,73.0,74.69439564582956,1.0,-0.20436969605399824,74.49002594977556
Bahrain,2013-01-01,79.2,74.69439564582956,1.0,1.045582458260931,75.73997810409048
Belize,2013-01-01,73.7,74.69439564582956,1.0,-4.2222954596963085,70.47210018613325
Bosnia and Herzegovina,2013-01-01,76.3,74.69439564582956,1.0,0.8573059102012013,75.55170155603076
Brazil,2013-01-01,73.9,74.69439564582956,1.0,0.8581230641384017,75.55251870996796
British Virgin Islands,2013-01-01,75.6,74.69439564582956,1.0,-0.4463316209614441,74.24806402486811
Brunei,2013-01-01,74.8,74.69439564582956,1.0,0.8916792576364188,75.58607490346597
Cape Verde,2013-01-01,75.1,74.69439564582956,1.0,1.8864766689330357,76.5808723147626
